asset_id,file,asset_name,semantic_category,subject_keywords,visual_style,best_use,caution,width_px,height_px,aspect_ratio_decimal,aspect_ratio_simple,orientation,has_alpha,transparent_pixel_ratio,ppt_crop_behavior,layout_slot_hint,native_editability,scale_caution
RYO26-119,images/image56.png,pie chart alternate,analytics,"ratio, analysis","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-120,images/image57.png,piggy bank alternate,savings,cost saving,"flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-121,images/image58.png,pushpin alternate,pin-marker,"priority, pinned item","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-122,images/image59.png,printer alternate,printer,"printing, output","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-123,images/image60.png,lab flask alternate,experiment,"experiment, test","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-124,images/image61.png,smartphone alternate,mobile,mobile device,"flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-125,images/image62.png,abacus alternate,finance-calculation,"calculation, statistics","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-126,images/image63.png,cloud speech bubble,cloud-message,"cloud communication, online collaboration","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-127,images/image64.png,wrench alternate,maintenance,"maintenance, settings","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-128,images/image65.png,ID badge alternate,id-card,"identity, member","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-129,images/image66.png,wallet alternate,wallet,"cost, payment","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-130,images/image67.png,airplane,travel,"business travel, transport, movement","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-131,images/image70.png,chart search,search-analysis,"research, analysis, audit","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-132,images/image71.png,organization chart,org-chart,"organization, hierarchy, workflow","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-133,images/image72.png,computer network,network-computer,"system connection, network","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-134,images/image74.png,device sync,sync-devices,"sync, device linkage","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-135,images/image75.png,computer mail,mail-system,"system notification, mail flow","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-136,images/image76.png,cloud sync,cloud-sync,"cloud sync, data linkage","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-137,images/image77.png,package box,package-box,"inventory, shipping","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-138,images/image78.png,file set,file-set,"materials, document set","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-139,images/image79.png,profile card,profile-card,"user profile, business card","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-140,images/image80.png,zip file,zip-file,"packaging, compression, archive","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-141,images/image81.png,monitor,monitor,"PC, screen, system","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-142,images/image84.png,task checklist,task-check,"task, inspection","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-143,images/image85.png,time task,schedule-task,"time management, to-do","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-144,images/image86.png,magnifying glass,search,"search, review","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-145,images/image87.png,line chart,line-chart,"trend, analysis","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.046,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-146,images/image88.png,cloud upload alternate,cloud-upload,"upload, cloud","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.251,"transparent cutout; place on native PPT background, keep whitespace/crop visible",icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-147,images/image89.png,shopping basket,basket,"purchase, order","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.251,"transparent cutout; place on native PPT background, keep whitespace/crop visible",icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-148,images/image90.png,gears third,settings,"settings, automation","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.251,"transparent cutout; place on native PPT background, keep whitespace/crop visible",icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-149,images/image91.png,megaphone alternate,announcement,"announcement, alert","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.251,"transparent cutout; place on native PPT background, keep whitespace/crop visible",icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-150,images/image92.png,desk lamp,desk-work,"office, study","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.249,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-151,images/image93.png,pen holder,stationery,"office supplies, preparation","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.251,"transparent cutout; place on native PPT background, keep whitespace/crop visible",icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-152,images/image94.png,burst alert,alert,"attention, event, problem","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.251,"transparent cutout; place on native PPT background, keep whitespace/crop visible",icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-153,images/image95.png,padlock,security,"security, permission","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.251,"transparent cutout; place on native PPT background, keep whitespace/crop visible",icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-154,images/image96.png,chat bubble,comment,"communication, feedback","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.251,"transparent cutout; place on native PPT background, keep whitespace/crop visible",icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-155,images/image97.png,necktie,business,"business, role","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.251,"transparent cutout; place on native PPT background, keep whitespace/crop visible",icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-156,images/image98.png,eyeglasses alternate,inspection,"review, viewing","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.251,"transparent cutout; place on native PPT background, keep whitespace/crop visible",icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-157,images/image99.png,cloud speech alternate,cloud-message,online communication,"flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,56,1.000,1:1,square,yes,0.251,"transparent cutout; place on native PPT background, keep whitespace/crop visible",icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-158,images/image68.png,male field worker avatar,worker-avatar,field staff,"flat colorful icon with long-shadow, rounded tile/circle","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,57,56,1.018,57:56,square,yes,0.062,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-159,images/image69.png,female field worker avatar,worker-avatar,field staff,"flat colorful icon with long-shadow, rounded tile/circle","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,57,56,1.018,57:56,square,yes,0.074,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-160,images/image73.png,network nodes,network,"system architecture, connection","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,56,57,0.982,56:57,square,yes,0.063,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-161,images/image198.png,kintone yellow mascot handshake,kintone-mascot-icon,"friendly collaboration, welcome, relationship building",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.079,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-162,images/image199.png,kintone yellow mascot with gears,kintone-mascot-icon,"settings, automation, operations help",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.091,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-163,images/image200.png,kintone yellow mascot with box,kintone-mascot-icon,"delivery, transport, onboarding",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.091,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-164,images/image201.png,kintone yellow mascot with file,kintone-mascot-icon,"document, confirmation, processing",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.079,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-165,images/image202.png,kintone mascot on monitor,kintone-mascot-icon,"online support, product-screen cue",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.090,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-166,images/image203.png,kintone mascot with tool,kintone-mascot-icon,"maintenance, repair, support",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.090,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-167,images/image204.png,kintone mascot standing,kintone-mascot-icon,"explanation, guide, light cue",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.079,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-168,images/image205.png,kintone mascot with telescope,kintone-mascot-icon,"discovery, exploration, viewing",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.090,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-169,images/image206.png,kintone mascot with magnifier,kintone-mascot-icon,"search, inspection, observation",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.080,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-170,images/image207.png,kintone yellow face,kintone-mascot-icon,"light marker, friendly cue",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.090,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-171,images/image208.png,kintone mascot thinking,kintone-mascot-icon,"question, thinking, problem discovery",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.090,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-172,images/image209.png,kintone mascot with telescope alternate,kintone-mascot-icon,"exploration, research",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.100,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-173,images/image210.png,kintone mascot with folder,kintone-mascot-icon,"materials, organization",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.100,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-174,images/image211.png,kintone mascot with document cue,kintone-mascot-icon,"notification, document",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.090,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-175,images/image212.png,kintone eyes icon,kintone-mascot-icon,"attention, view",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.100,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-176,images/image213.png,kintone mascot walking,kintone-mascot-icon,"progress, action",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.100,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-177,images/image214.png,kintone mascot with drink,kintone-mascot-icon,"relaxed, break, friendly tone",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.090,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-178,images/image215.png,kintone mascot standing alternate,kintone-mascot-icon,"explanation, guide",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.100,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
